open,high,low,close,volume
1349.15,1352.1,1346.05,1351.6,2027038.0
1351.7,1354.05,1349.4,1350.25,959890.0
1357.15,1360.25,1349.8,1351.75,1233169.0
1351.7,1354.1,1350.6,1351.4,514811.0
1351.4,1373.4,1351.25,1369.2,2073026.0
1369.2,1382.9,1366.35,1381.9,1659576.0
1382.1,1384.85,1377.35,1381.9,1105049.0
1381.9,1393.55,1375.85,1377.1,3032265.0
1377.05,1378.9,1373.85,1378.85,561151.0
1384.85,1386.8,1369.35,1372.75,1956131.0
1372.75,1373.0,1367.4,1371.25,646685.0
1371.6,1386.6,1370.45,1381.8,1320390.0
1381.9,1389.85,1374.0,1379.25,1556615.0
1379.05,1381.2,1370.0,1371.2,699376.0
1371.25,1378.75,1370.0,1376.95,1241060.0
1376.95,1378.85,1374.95,1375.15,641351.0
1379.65,1387.7,1375.55,1385.25,1720491.0
1385.15,1389.85,1381.1,1384.15,1331170.0
1384.1,1384.6,1379.25,1380.9,830252.0
1380.85,1380.9,1374.05,1379.4,918769.0
1379.35,1381.65,1372.0,1374.65,941738.0
1374.4,1376.25,1360.3,1361.8,1615557.0
1361.75,1364.5,1359.1,1361.7,550524.0
1366.05,1370.7,1353.05,1354.2,1547028.0
1354.55,1354.9,1345.7,1350.2,1552259.0
1350.2,1350.2,1342.4,1343.55,992870.0
1343.25,1353.15,1342.75,1346.9,1119167.0
1347.2,1348.9,1338.9,1342.4,925330.0
1342.5,1342.9,1334.6,1338.7,1727269.0
1338.3,1342.3,1336.45,1341.8,571600.0
1348.15,1351.0,1338.8,1341.9,1263468.0
1341.8,1343.25,1335.85,1335.85,703370.0
1335.9,1337.3,1330.6,1335.35,1358411.0
1335.35,1336.35,1331.6,1335.7,473509.0
1335.85,1347.25,1335.35,1339.95,1339634.0
1339.95,1343.45,1334.5,1340.1,1024411.0
1340.3,1345.5,1337.95,1341.9,615614.0
1343.25,1344.25,1330.95,1334.35,1331775.0
1334.35,1334.35,1328.4,1328.95,737649.0
1329.0,1329.4,1321.45,1322.4,1382677.0
1322.55,1323.85,1319.65,1322.15,845525.0
1322.15,1322.5,1314.15,1318.2,1502125.0
1318.0,1319.5,1311.35,1316.15,2195356.0
1316.15,1319.25,1314.35,1315.35,795546.0
1316.4,1328.1,1309.6,1322.65,2320035.0
1323.15,1323.15,1313.85,1316.5,1312949.0
1316.5,1319.5,1310.2,1312.25,1086818.0
1312.55,1313.55,1308.9,1311.75,942895.0
1312.55,1318.1,1310.6,1317.35,1182405.0
1317.5,1324.1,1314.65,1323.6,1951155.0
1323.5,1325.45,1320.35,1325.45,777136.0
1325.4,1335.35,1322.7,1330.7,1863752.0
1330.7,1333.1,1324.95,1326.3,777592.0
1326.3,1331.4,1323.95,1330.5,901960.0
1330.4,1332.35,1327.9,1331.15,574908.0
1331.25,1331.85,1321.1,1321.45,1020630.0
1321.95,1323.45,1314.05,1318.7,1873205.0
1318.95,1319.5,1315.75,1318.5,656446.0
1320.45,1324.25,1316.5,1321.9,1122772.0
1321.9,1326.45,1319.95,1321.4,593058.0
1321.45,1326.4,1320.45,1322.3,565827.0
1322.15,1326.35,1321.7,1325.4,561492.0
1325.45,1327.0,1318.0,1321.15,649176.0
1320.95,1335.85,1319.6,1335.45,1602183.0
1335.8,1340.3,1334.6,1338.1,689865.0
1337.3,1344.05,1335.8,1338.85,1221673.0
1338.8,1340.3,1333.2,1335.25,740849.0
1335.0,1335.35,1328.8,1330.8,565020.0
1330.65,1332.1,1327.65,1330.85,744665.0
1330.9,1331.4,1324.65,1330.75,984217.0
1330.75,1335.25,1329.45,1330.6,1144324.0
1330.75,1331.4,1325.55,1327.4,563189.0
1332.35,1336.3,1323.15,1326.5,1034008.0
1326.6,1331.85,1326.45,1330.0,474434.0
1330.0,1333.35,1326.45,1328.35,314089.0
1328.4,1329.3,1325.55,1327.8,270999.0
1327.8,1331.8,1322.5,1330.25,623293.0
1330.2,1333.25,1325.95,1327.65,1132603.0
1327.65,1328.6,1325.0,1326.45,427749.0
1332.35,1345.15,1327.4,1344.75,2223343.0
1344.85,1347.25,1339.4,1339.7,924683.0
1339.45,1340.3,1338.3,1338.5,588624.0
1338.45,1339.45,1335.05,1337.2,730837.0
1336.6,1338.9,1331.4,1338.6,1159261.0
1338.6,1339.75,1327.6,1329.9,1399140.0
1329.75,1333.7,1327.6,1332.35,973618.0
1362.1,1371.7,1352.55,1362.15,6199845.0
1362.15,1367.25,1354.65,1362.9,1842998.0
1362.8,1364.05,1360.65,1361.35,800331.0
1361.4,1367.05,1359.5,1365.4,1285946.0
1365.4,1374.95,1364.35,1371.9,2581920.0
1372.45,1374.85,1367.55,1374.5,3561475.0
1374.55,1376.7,1371.1,1373.0,1677902.0
1347.25,1349.75,1332.75,1347.7,4275216.0
1347.9,1353.85,1338.8,1344.95,1779077.0
1344.95,1345.25,1341.65,1343.25,509121.0
1343.25,1343.7,1336.55,1338.0,920397.0
1338.3,1342.95,1333.75,1341.7,910731.0
1341.7,1345.15,1328.9,1329.85,1602161.0
1330.4,1333.6,1329.45,1331.4,776572.0
1335.35,1348.05,1333.45,1343.85,2779879.0
1343.85,1352.1,1343.45,1350.4,1433244.0
1350.2,1360.1,1349.55,1356.05,1529063.0
1355.75,1359.05,1351.5,1355.5,822579.0
1355.9,1359.05,1352.7,1355.3,629032.0
